book_id	branch_id	no_of_copies
0449243583	3	1
0449243583	4	1
0449243583	5	1
0394558332	1	1
0394558332	2	1
0394558332	3	1
0394558332	4	1
0394558332	5	0
0312977026	1	0
0312977026	2	1
0312977026	3	1
0312977026	4	1
0312977026	5	0
067346427X	1	1
067346427X	2	1
067346427X	3	1
067346427X	4	1
067346427X	5	1
044990668X	1	1
044990668X	2	0
044990668X	3	1
044990668X	4	1
044990668X	5	1
0465005594	1	1
0465005594	2	1
0465005594	3	1
0465005594	4	1
0465005594	5	1
044022330X	1	1
044022330X	2	1
044022330X	3	1
044022330X	4	1
044022330X	5	0
2211016529	1	0
2211016529	2	1
2211016529	3	1
2211016529	4	1
2211016529	5	0
0752803409	1	0
0752803409	2	1
0752803409	3	1
0752803409	4	1
0752803409	5	0
0609800140	1	1
0609800140	2	1
0609800140	3	1
0609800140	4	1
0609800140	5	0
1893732126	1	1
1893732126	2	0
1893732126	3	1
1893732126	4	1
1893732126	5	1
3499231670	1	1
3499231670	2	1
3499231670	3	1
3499231670	4	1
3499231670	5	0
3499222736	1	1
3499222736	2	0
3499222736	3	1
3499222736	4	1
3499222736	5	1
3499222728	1	1
3499222728	2	1
3499222728	3	0
3499222728	4	1
3499222728	5	1
0375431403	1	0
0375431403	2	1
0375431403	3	0
0375431403	4	0
0375431403	5	0
0553050044	1	1
0553050044	2	1
0553050044	3	1
0553050044	4	0
0553050044	5	1
0911104674	1	1
0911104674	2	1
0911104674	3	1
0911104674	4	1
0911104674	5	1
0380725347	1	1
0380725347	2	1
0380725347	3	1
0380725347	4	1
0380725347	5	0
0312978820	1	1
0312978820	2	0
0312978820	3	1
0312978820	4	1
0312978820	5	1
0889951853	1	1
0889951853	2	1
0889951853	3	1
0889951853	4	1
0889951853	5	1
0002005395	1	1
0002005395	2	0
0002005395	3	1
0002005395	4	1
0002005395	5	1
1551668076	1	1
1551668076	2	1
1551668076	3	1
1551668076	4	1
1551668076	5	1
0670892084	1	1
0670892084	2	0
0670892084	3	0
0670892084	4	1
0670892084	5	1
0888012748	1	1
0888012748	2	0
0888012748	3	1
0888012748	4	1
0888012748	5	1
0889951918	1	1
0889951918	2	0
0889951918	3	1
0889951918	4	0
0889951918	5	1
0812534085	1	0
0812534085	2	1
0812534085	3	1
0812534085	4	1
0812534085	5	1
0888012268	1	0
0888012268	2	1
0888012268	3	0
0888012268	4	1
0888012268	5	0
0394740181	1	0
0394740181	2	0
0394740181	3	1
0394740181	4	1
0394740181	5	1
0812589505	1	1
0812589505	2	1
0812589505	3	1
0812589505	4	1
0812589505	5	1
076150592X	1	1
076150592X	2	1
076150592X	3	1
076150592X	4	0
076150592X	5	1
077109969X	1	0
077109969X	2	1
077109969X	3	1
077109969X	4	1
077109969X	5	2
039304632X	1	0
039304632X	2	1
039304632X	3	1
039304632X	4	0
039304632X	5	1
1552631885	1	0
1552631885	2	1
1552631885	3	1
1552631885	4	1
1552631885	5	1
0385475004	1	1
0385475004	2	1
0385475004	3	1
0385475004	4	1
0385475004	5	1
0553279580	1	1
0553279580	2	1
0553279580	3	1
0553279580	4	0
0553279580	5	1
0553276409	1	1
0553276409	2	0
0553276409	3	1
0553276409	4	0
0553276409	5	0
0679731725	1	0
0679731725	2	1
0679731725	3	1
0679731725	4	1
0679731725	5	1
0886776287	1	1
0886776287	2	1
0886776287	3	1
0886776287	4	0
0886776287	5	1
0385172419	1	0
0385172419	2	1
0385172419	3	0
0385172419	4	1
0385172419	5	1
0889223025	1	1
0889223025	2	1
0889223025	3	1
0889223025	4	1
0889223025	5	1
0889221456	1	1
0889221456	2	0
0889221456	3	1
0889221456	4	0
0889221456	5	1
0919591566	1	1
0919591566	2	1
0919591566	3	1
0919591566	4	0
0919591566	5	1
0064402754	1	0
0064402754	2	1
0064402754	3	1
0064402754	4	1
0064402754	5	1
088001539X	1	1
088001539X	2	1
088001539X	3	1
088001539X	4	1
088001539X	5	1
0380441071	1	1
0380441071	2	1
0380441071	3	1
0380441071	4	1
0380441071	5	0
0451210638	1	1
0451210638	2	1
0451210638	3	1
0451210638	4	1
0451210638	5	0
0345346890	1	1
0345346890	2	0
0345346890	3	0
0345346890	4	1
0345346890	5	1
0486290387	1	0
0486290387	2	1
0486290387	3	1
0486290387	4	1
0486290387	5	1
0525938508	1	1
0525938508	2	1
0525938508	3	1
0525938508	4	1
0525938508	5	0
0373052987	1	1
0373052987	2	1
0373052987	3	0
0373052987	4	1
0373052987	5	0
0373052367	1	1
0373052367	2	1
0373052367	3	0
0373052367	4	0
0373052367	5	0
0373054742	1	0
0373054742	2	1
0373054742	3	0
0373054742	4	1
0373054742	5	1
0671570986	1	0
0671570986	2	1
0671570986	3	0
0671570986	4	1
0671570986	5	1
0671571117	1	1
0671571117	2	1
0671571117	3	0
0671571117	4	1
0671571117	5	0
0373095287	1	0
0373095287	2	1
0373095287	3	0
0373095287	4	1
0373095287	5	1
0440149843	1	1
0440149843	2	1
0440149843	3	0
0440149843	4	1
0440149843	5	0
0440118891	1	1
0440118891	2	1
0440118891	3	1
0440118891	4	1
0440118891	5	1
0440173701	1	0
0440173701	2	1
0440173701	3	1
0440173701	4	1
0440173701	5	1
0373089899	1	0
0373089899	2	1
0373089899	3	1
0373089899	4	1
0373089899	5	0
0906710618	1	1
0906710618	2	1
0906710618	3	1
0906710618	4	1
0906710618	5	1
0375432329	1	0
0375432329	2	1
0375432329	3	1
0375432329	4	1
0375432329	5	1
0399151060	1	1
0399151060	2	0
0399151060	3	0
0399151060	4	1
0399151060	5	0
0739437631	1	1
0739437631	2	1
0739437631	3	1
0739437631	4	1
0739437631	5	0
0345456521	1	1
0345456521	2	1
0345456521	3	0
0345456521	4	1
0345456521	5	1
0842384065	1	1
0842384065	2	1
0842384065	3	1
0842384065	4	1
0842384065	5	0
0842332340	1	0
0842332340	2	1
0842332340	3	1
0842332340	4	1
0842332340	5	1
0425191796	1	1
0425191796	2	0
0425191796	3	1
0425191796	4	1
0425191796	5	0
0449207005	1	1
0449207005	2	1
0449207005	3	1
0449207005	4	1
0449207005	5	1
0060809078	1	1
0060809078	2	1
0060809078	3	0
0060809078	4	1
0060809078	5	1
0446600768	1	1
0446600768	2	1
0446600768	3	1
0446600768	4	0
0446600768	5	1
0451186729	1	1
0451186729	2	1
0451186729	3	0
0451186729	4	1
0451186729	5	1
074341134X	1	1
074341134X	2	1
074341134X	3	1
074341134X	4	1
074341134X	5	1
0804103658	1	1
0804103658	2	1
0804103658	3	0
0804103658	4	1
0804103658	5	1
0345347676	1	1
0345347676	2	1
0345347676	3	1
0345347676	4	1
0345347676	5	1
0553109332	1	1
0553109332	2	0
0553109332	3	1
0553109332	4	0
0553109332	5	1
0764225170	1	1
0764225170	2	1
0764225170	3	1
0764225170	4	1
0764225170	5	0
0395636264	1	0
0395636264	2	0
0395636264	3	1
0395636264	4	1
0395636264	5	1
0451402383	1	1
0451402383	2	1
0451402383	3	1
0451402383	4	1
0451402383	5	0
0451402340	1	1
0451402340	2	1
0451402340	3	1
0451402340	4	1
0451402340	5	0
0345284364	1	1
0345284364	2	0
0345284364	3	1
0345284364	4	0
0345284364	5	1
0671525751	1	0
0671525751	2	1
0671525751	3	0
0671525751	4	0
0671525751	5	1
0743227611	1	1
0743227611	2	1
0743227611	3	1
0743227611	4	1
0743227611	5	1
0670030511	1	0
0670030511	2	1
0670030511	3	1
0670030511	4	2
0670030511	5	1
0670891797	1	0
0670891797	2	1
0670891797	3	1
0670891797	4	1
0670891797	5	1
015100692X	1	0
015100692X	2	1
015100692X	3	1
015100692X	4	1
015100692X	5	1
0802733794	1	1
0802733794	2	1
0802733794	3	0
0802733794	4	1
0802733794	5	1
0609602497	1	0
0609602497	2	1
0609602497	3	1
0609602497	4	1
0609602497	5	1
0312864833	1	1
0312864833	2	0
0312864833	3	0
0312864833	4	1
0312864833	5	0
1888363819	1	1
1888363819	2	0
1888363819	3	0
1888363819	4	0
1888363819	5	1
0802713432	1	1
0802713432	2	1
0802713432	3	0
0802713432	4	0
0802713432	5	1
0375431314	1	0
0375431314	2	1
0375431314	3	0
0375431314	4	0
0375431314	5	1
155166884X	1	1
155166884X	2	1
155166884X	3	1
155166884X	4	1
155166884X	5	0
0783889542	1	1
0783889542	2	1
0783889542	3	0
0783889542	4	1
0783889542	5	1
0156790157	1	1
0156790157	2	0
0156790157	3	1
0156790157	4	1
0156790157	5	1
0312272197	1	1
0312272197	2	1
0312272197	3	0
0312272197	4	1
0312272197	5	0
0312863462	1	1
0312863462	2	1
0312863462	3	0
0312863462	4	1
0312863462	5	1
0743446496	1	1
0743446496	2	1
0743446496	3	1
0743446496	4	1
0743446496	5	1
0385502176	1	0
0385502176	2	0
0385502176	3	1
0385502176	4	1
0385502176	5	1
0060158638	1	1
0060158638	2	0
0060158638	3	1
0060158638	4	0
0060158638	5	1
0805056637	1	1
0805056637	2	1
0805056637	3	0
0805056637	4	1
0805056637	5	0
0064407691	1	1
0064407691	2	1
0064407691	3	1
0064407691	4	0
0064407691	5	1
0385314698	1	1
0385314698	2	1
0385314698	3	1
0385314698	4	0
0385314698	5	0
0156000520	1	1
0156000520	2	0
0156000520	3	0
0156000520	4	1
0156000520	5	0
0553110004	1	0
0553110004	2	0
0553110004	3	1
0553110004	4	0
0553110004	5	0
0881762024	1	1
0881762024	2	0
0881762024	3	1
0881762024	4	1
0881762024	5	1
0312208804	1	1
0312208804	2	1
0312208804	3	1
0312208804	4	1
0312208804	5	1
076455168X	1	1
076455168X	2	1
076455168X	3	1
076455168X	4	0
076455168X	5	1
087483435X	1	1
087483435X	2	1
087483435X	3	1
087483435X	4	1
087483435X	5	1
0590415719	1	1
0590415719	2	1
0590415719	3	1
0590415719	4	1
0590415719	5	1
0070540403	1	1
0070540403	2	0
0070540403	3	1
0070540403	4	1
0070540403	5	1
1563083701	1	1
1563083701	2	0
1563083701	3	1
1563083701	4	1
1563083701	5	1
0938756370	1	0
0938756370	2	1
0938756370	3	1
0938756370	4	1
0938756370	5	0
0917846494	1	1
0917846494	2	1
0917846494	3	1
0917846494	4	1
0917846494	5	1
0874835909	1	0
0874835909	2	1
0874835909	3	1
0874835909	4	0
0874835909	5	1
0385127685	1	0
0385127685	2	1
0385127685	3	0
0385127685	4	1
0385127685	5	1
0874834473	1	0
0874834473	2	1
0874834473	3	0
0874834473	4	1
0874834473	5	1
0963870580	1	1
0963870580	2	1
0963870580	3	0
0963870580	4	0
0963870580	5	1
1566197198	1	1
1566197198	2	1
1566197198	3	1
1566197198	4	1
1566197198	5	1
0945353863	1	1
0945353863	2	1
0945353863	3	1
0945353863	4	1
0945353863	5	1
0192761870	1	1
0192761870	2	1
0192761870	3	1
0192761870	4	1
0192761870	5	1
0060193328	1	1
0060193328	2	1
0060193328	3	1
0060193328	4	1
0060193328	5	1
044900211X	1	0
044900211X	2	0
044900211X	3	1
044900211X	4	1
044900211X	5	0
0786000511	1	1
0786000511	2	1
0786000511	3	0
0786000511	4	1
0786000511	5	1
0553373730	1	1
0553373730	2	1
0553373730	3	1
0553373730	4	1
0553373730	5	0
0671004239	1	0
0671004239	2	1
0671004239	3	1
0671004239	4	0
0671004239	5	1
084236966X	1	1
084236966X	2	1
084236966X	3	1
084236966X	4	1
084236966X	5	1
0843946954	1	1
0843946954	2	1
0843946954	3	1
0843946954	4	1
0843946954	5	1
0786866020	1	1
0786866020	2	1
0786866020	3	0
0786866020	4	1
0786866020	5	0
0399146725	1	1
0399146725	2	1
0399146725	3	1
0399146725	4	0
0399146725	5	1
0449006565	1	1
0449006565	2	1
0449006565	3	1
0449006565	4	0
0449006565	5	0
0345440048	1	1
0345440048	2	1
0345440048	3	1
0345440048	4	1
0345440048	5	1
0345385071	1	1
0345385071	2	1
0345385071	3	1
0345385071	4	0
0345385071	5	1
0553580337	1	0
0553580337	2	1
0553580337	3	0
0553580337	4	1
0553580337	5	0
0425153088	1	0
0425153088	2	1
0425153088	3	0
0425153088	4	1
0425153088	5	0
0425166139	1	1
0425166139	2	1
0425166139	3	1
0425166139	4	1
0425166139	5	1
0140282513	1	1
0140282513	2	1
0140282513	3	1
0140282513	4	0
0140282513	5	0
0345376579	1	1
0345376579	2	1
0345376579	3	0
0345376579	4	1
0345376579	5	1
0451458540	1	1
0451458540	2	1
0451458540	3	0
0451458540	4	0
0451458540	5	1
0441007511	1	1
0441007511	2	1
0441007511	3	0
0441007511	4	1
0441007511	5	1
0380791285	1	1
0380791285	2	0
0380791285	3	1
0380791285	4	1
0380791285	5	1
0380791277	1	1
0380791277	2	1
0380791277	3	0
0380791277	4	1
0380791277	5	1
0671629689	1	0
0671629689	2	1
0671629689	3	0
0671629689	4	1
0671629689	5	1
0671027212	1	1
0671027212	2	1
0671027212	3	1
0671027212	4	1
0671027212	5	1
075284413X	1	0
075284413X	2	1
075284413X	3	1
075284413X	4	1
075284413X	5	0
0460878247	1	1
0460878247	2	1
0460878247	3	1
0460878247	4	1
0460878247	5	1
0670899771	1	1
0670899771	2	1
0670899771	3	1
0670899771	4	1
0670899771	5	1
0700606572	1	1
0700606572	2	1
0700606572	3	1
0700606572	4	0
0700606572	5	0
0874775191	1	1
0874775191	2	1
0874775191	3	0
0874775191	4	1
0874775191	5	1
0060391634	1	0
0060391634	2	1
0060391634	3	1
0060391634	4	1
0060391634	5	0
0374192030	1	1
0374192030	2	1
0374192030	3	1
0374192030	4	0
0374192030	5	0
345313138X	1	1
345313138X	2	1
345313138X	3	0
345313138X	4	1
345313138X	5	0
2038716633	1	1
2038716633	2	1
2038716633	3	0
2038716633	4	0
2038716633	5	1
1400001625	1	1
1400001625	2	1
1400001625	3	0
1400001625	4	1
1400001625	5	0
0192833901	1	1
0192833901	2	1
0192833901	3	1
0192833901	4	1
0192833901	5	1
0140432620	1	1
0140432620	2	1
0140432620	3	1
0140432620	4	1
0140432620	5	1
0939218208	1	0
0939218208	2	1
0939218208	3	0
0939218208	4	1
0939218208	5	1
0679457526	1	1
0679457526	2	1
0679457526	3	1
0679457526	4	0
0679457526	5	1
037550298X	1	1
037550298X	2	0
037550298X	3	1
037550298X	4	1
037550298X	5	0
3423130989	1	1
3423130989	2	0
3423130989	3	1
3423130989	4	1
3423130989	5	1
3463403021	1	1
3463403021	2	1
3463403021	3	1
3463403021	4	0
3463403021	5	1
1561451010	1	1
1561451010	2	0
1561451010	3	1
1561451010	4	0
1561451010	5	1
0385496052	1	1
0385496052	2	1
0385496052	3	0
0385496052	4	1
0385496052	5	0
006103066X	1	1
006103066X	2	0
006103066X	3	1
006103066X	4	0
006103066X	5	1
0446610550	1	1
0446610550	2	1
0446610550	3	1
0446610550	4	1
0446610550	5	1
0399150412	1	0
0399150412	2	0
0399150412	3	1
0399150412	4	1
0399150412	5	0
0440207770	1	0
0440207770	2	1
0440207770	3	1
0440207770	4	1
0440207770	5	1
0861710649	1	1
0861710649	2	1
0861710649	3	1
0861710649	4	0
0861710649	5	1
0062585215	1	1
0062585215	2	0
0062585215	3	1
0062585215	4	1
0062585215	5	1
0553297945	1	0
0553297945	2	0
0553297945	3	1
0553297945	4	1
0553297945	5	1
1901881555	1	1
1901881555	2	1
1901881555	3	0
1901881555	4	0
1901881555	5	1
0440228352	1	1
0440228352	2	0
0440228352	3	1
0440228352	4	1
0440228352	5	1
0679894772	1	1
0679894772	2	1
0679894772	3	1
0679894772	4	0
0679894772	5	1
0886776783	1	1
0886776783	2	1
0886776783	3	1
0886776783	4	1
0886776783	5	1
9500705117	1	1
9500705117	2	0
9500705117	3	1
9500705117	4	1
9500705117	5	1
0571206484	1	1
0571206484	2	0
0571206484	3	1
0571206484	4	1
0571206484	5	0
0743201116	1	0
0743201116	2	1
0743201116	3	1
0743201116	4	0
0743201116	5	1
0316769509	1	1
0316769509	2	1
0316769509	3	1
0316769509	4	0
0316769509	5	1
0553585509	1	1
0553585509	2	1
0553585509	3	1
0553585509	4	1
0553585509	5	0
0451150716	1	1
0451150716	2	1
0451150716	3	1
0451150716	4	1
0451150716	5	0
0380704161	1	1
0380704161	2	0
0380704161	3	1
0380704161	4	1
0380704161	5	1
0812553861	1	1
0812553861	2	1
0812553861	3	1
0812553861	4	1
0812553861	5	1
1403905843	1	1
1403905843	2	1
1403905843	3	1
1403905843	4	1
1403905843	5	1
0399137920	1	1
0399137920	2	0
0399137920	3	1
0399137920	4	1
0399137920	5	1
0786814225	1	1
0786814225	2	1
0786814225	3	0
0786814225	4	1
0786814225	5	1
0886775280	1	1
0886775280	2	1
0886775280	3	1
0886775280	4	1
0886775280	5	1
0061059056	1	1
0061059056	2	1
0061059056	3	0
0061059056	4	1
0061059056	5	1
0304353493	1	1
0304353493	2	1
0304353493	3	1
0304353493	4	1
0304353493	5	0
3770149599	1	1
3770149599	2	1
3770149599	3	1
3770149599	4	1
3770149599	5	1
344243761X	1	1
344243761X	2	1
344243761X	3	1
344243761X	4	0
344243761X	5	1
3596129052	1	1
3596129052	2	1
3596129052	3	1
3596129052	4	0
3596129052	5	1
0738849901	1	1
0738849901	2	1
0738849901	3	1
0738849901	4	1
0738849901	5	0
0739438573	1	1
0739438573	2	0
0739438573	3	1
0739438573	4	1
0739438573	5	1
037541178X	1	1
037541178X	2	1
037541178X	3	1
037541178X	4	1
037541178X	5	0
039914675X	1	1
039914675X	2	1
039914675X	3	1
039914675X	4	1
039914675X	5	1
0061066079	1	0
0061066079	2	1
0061066079	3	1
0061066079	4	1
0061066079	5	1
0451522796	1	0
0451522796	2	1
0451522796	3	1
0451522796	4	1
0451522796	5	0
157748794X	1	1
157748794X	2	1
157748794X	3	1
157748794X	4	1
157748794X	5	1
0671007610	1	1
0671007610	2	0
0671007610	3	1
0671007610	4	1
0671007610	5	1
0671534718	1	1
0671534718	2	1
0671534718	3	0
0671534718	4	1
0671534718	5	1
0440904196	1	1
0440904196	2	1
0440904196	3	1
0440904196	4	1
0440904196	5	1
1885840020	1	1
1885840020	2	1
1885840020	3	1
1885840020	4	1
1885840020	5	0
0553273299	1	1
0553273299	2	1
0553273299	3	1
0553273299	4	1
0553273299	5	1
0671741187	1	1
0671741187	2	1
0671741187	3	1
0671741187	4	1
0671741187	5	1
0590568795	1	1
0590568795	2	1
0590568795	3	1
0590568795	4	1
0590568795	5	1
0590568825	1	1
0590568825	2	1
0590568825	3	1
0590568825	4	0
0590568825	5	1
0590568744	1	1
0590568744	2	1
0590568744	3	0
0590568744	4	1
0590568744	5	1
0590483471	1	1
0590483471	2	1
0590483471	3	1
0590483471	4	0
0590483471	5	1
0590483455	1	1
0590483455	2	1
0590483455	3	1
0590483455	4	1
0590483455	5	1
0590483544	1	1
0590483544	2	0
0590483544	3	1
0590483544	4	1
0590483544	5	0
059048351X	1	1
059048351X	2	0
059048351X	3	1
059048351X	4	1
059048351X	5	1
0590568752	1	1
0590568752	2	1
0590568752	3	1
0590568752	4	1
0590568752	5	0
0590483552	1	1
0590483552	2	1
0590483552	3	1
0590483552	4	1
0590483552	5	1
0590568760	1	0
0590568760	2	1
0590568760	3	1
0590568760	4	0
0590568760	5	1
0590494503	1	1
0590494503	2	0
0590494503	3	0
0590494503	4	0
0590494503	5	1
0590483501	1	1
0590483501	2	1
0590483501	3	1
0590483501	4	1
0590483501	5	1
0312110790	1	1
0312110790	2	0
0312110790	3	1
0312110790	4	0
0312110790	5	0
0517585154	1	1
0517585154	2	1
0517585154	3	0
0517585154	4	1
0517585154	5	1
1585421359	1	1
1585421359	2	1
1585421359	3	1
1585421359	4	1
1585421359	5	1
0805064478	1	0
0805064478	2	1
0805064478	3	1
0805064478	4	0
0805064478	5	1
9023405587	1	1
9023405587	2	1
9023405587	3	0
9023405587	4	1
9023405587	5	1
0743467329	1	1
0743467329	2	1
0743467329	3	1
0743467329	4	1
0743467329	5	1
044900709X	1	0
044900709X	2	0
044900709X	3	1
044900709X	4	1
044900709X	5	1
0345453409	1	1
0345453409	2	1
0345453409	3	1
0345453409	4	1
0345453409	5	0
0440147190	1	1
0440147190	2	1
0440147190	3	1
0440147190	4	1
0440147190	5	0
0451456068	1	0
0451456068	2	1
0451456068	3	1
0451456068	4	1
0451456068	5	1
0060521902	1	1
0060521902	2	1
0060521902	3	1
0060521902	4	1
0060521902	5	1
0743482212	1	1
0743482212	2	1
0743482212	3	0
0743482212	4	0
0743482212	5	1
0812520327	1	0
0812520327	2	1
0812520327	3	0
0812520327	4	1
0812520327	5	1
037321877X	1	0
037321877X	2	1
037321877X	3	1
037321877X	4	1
037321877X	5	0
0440235154	1	1
0440235154	2	0
0440235154	3	1
0440235154	4	1
0440235154	5	1
0964631601	1	0
0964631601	2	1
0964631601	3	0
0964631601	4	1
0964631601	5	0
0515136433	1	0
0515136433	2	0
0515136433	3	1
0515136433	4	1
0515136433	5	1
0786010126	1	1
0786010126	2	1
0786010126	3	1
0786010126	4	1
0786010126	5	1
0671452533	1	0
0671452533	2	1
0671452533	3	1
0671452533	4	1
0671452533	5	1
0373037716	1	1
0373037716	2	1
0373037716	3	1
0373037716	4	0
0373037716	5	1
0345295463	1	0
0345295463	2	1
0345295463	3	1
0345295463	4	1
0345295463	5	1
0743424107	1	1
0743424107	2	0
0743424107	3	1
0743424107	4	0
0743424107	5	0
0425190943	1	1
0425190943	2	1
0425190943	3	1
0425190943	4	1
0425190943	5	1
0312984839	1	1
0312984839	2	1
0312984839	3	1
0312984839	4	1
0312984839	5	0
0446353957	1	1
0446353957	2	1
0446353957	3	1
0446353957	4	0
0446353957	5	1
0373835922	1	1
0373835922	2	1
0373835922	3	1
0373835922	4	1
0373835922	5	1
0449003302	1	0
0449003302	2	0
0449003302	3	1
0449003302	4	1
0449003302	5	1
0312987013	1	1
0312987013	2	1
0312987013	3	1
0312987013	4	1
0312987013	5	1
0399140751	1	0
0399140751	2	1
0399140751	3	1
0399140751	4	1
0399140751	5	1
0743479068	1	1
0743479068	2	1
0743479068	3	0
0743479068	4	1
0743479068	5	1
0671722131	1	0
0671722131	2	1
0671722131	3	1
0671722131	4	1
0671722131	5	1
0812575393	1	2
0812575393	2	1
0812575393	3	0
0812575393	4	0
0812575393	5	1
0451172507	1	1
0451172507	2	1
0451172507	3	1
0451172507	4	1
0451172507	5	0
0312993536	1	1
0312993536	2	1
0312993536	3	1
0312993536	4	1
0312993536	5	1
0061056383	1	1
0061056383	2	1
0061056383	3	1
0061056383	4	0
0061056383	5	1
0373222815	1	0
0373222815	2	1
0373222815	3	1
0373222815	4	1
0373222815	5	1
0451210972	1	1
0451210972	2	1
0451210972	3	1
0451210972	4	1
0451210972	5	1
3453177746	1	1
3453177746	2	0
3453177746	3	1
3453177746	4	0
3453177746	5	1
0747257833	1	1
0747257833	2	0
0747257833	3	0
0747257833	4	1
0747257833	5	1
0399129111	1	1
0399129111	2	1
0399129111	3	1
0399129111	4	0
0399129111	5	1
0399131280	1	1
0399131280	2	1
0399131280	3	1
0399131280	4	1
0399131280	5	0
0312059612	1	1
0312059612	2	1
0312059612	3	0
0312059612	4	1
0312059612	5	1
039915034X	1	0
039915034X	2	1
039915034X	3	1
039915034X	4	0
039915034X	5	1
0345428293	1	1
0345428293	2	1
0345428293	3	1
0345428293	4	0
0345428293	5	1
0743411323	1	1
0743411323	2	1
0743411323	3	1
0743411323	4	0
0743411323	5	1
0805053077	1	1
0805053077	2	1
0805053077	3	1
0805053077	4	1
0805053077	5	0
0446527378	1	0
0446527378	2	1
0446527378	3	0
0446527378	4	1
0446527378	5	1
0312155581	1	1
0312155581	2	1
0312155581	3	1
0312155581	4	1
0312155581	5	0
0060177012	1	1
0060177012	2	1
0060177012	3	1
0060177012	4	1
0060177012	5	1
0312280661	1	1
0312280661	2	1
0312280661	3	1
0312280661	4	1
0312280661	5	1
0446527386	1	0
0446527386	2	1
0446527386	3	1
0446527386	4	1
0446527386	5	1
0805071903	1	1
0805071903	2	1
0805071903	3	0
0805071903	4	1
0805071903	5	2
0345443268	1	1
0345443268	2	1
0345443268	3	1
0345443268	4	1
0345443268	5	1
0449908593	1	0
0449908593	2	1
0449908593	3	1
0449908593	4	0
0449908593	5	1
0449911799	1	1
0449911799	2	1
0449911799	3	1
0449911799	4	1
0449911799	5	1
0449911721	1	1
0449911721	2	1
0449911721	3	1
0449911721	4	0
0449911721	5	1
0449911780	1	1
0449911780	2	1
0449911780	3	1
0449911780	4	1
0449911780	5	1
0449911896	1	1
0449911896	2	1
0449911896	3	1
0449911896	4	1
0449911896	5	1
0345410033	1	1
0345410033	2	1
0345410033	3	1
0345410033	4	1
0345410033	5	1
0345439600	1	0
0345439600	2	1
0345439600	3	0
0345439600	4	1
0345439600	5	1
0030597862	1	0
0030597862	2	1
0030597862	3	1
0030597862	4	1
0030597862	5	1
0345353617	1	1
0345353617	2	1
0345353617	3	1
0345353617	4	1
0345353617	5	0
0061003964	1	1
0061003964	2	1
0061003964	3	1
0061003964	4	1
0061003964	5	1
0553561111	1	1
0553561111	2	1
0553561111	3	1
0553561111	4	2
0553561111	5	1
0671024353	1	1
0671024353	2	1
0671024353	3	1
0671024353	4	1
0671024353	5	1
0446601853	1	0
0446601853	2	1
0446601853	3	1
0446601853	4	1
0446601853	5	1
0758203896	1	1
0758203896	2	1
0758203896	3	1
0758203896	4	1
0758203896	5	1
0373121717	1	0
0373121717	2	0
0373121717	3	1
0373121717	4	1
0373121717	5	1
0385411235	1	1
0385411235	2	0
0385411235	3	1
0385411235	4	1
0385411235	5	0
0060989238	1	1
0060989238	2	0
0060989238	3	1
0060989238	4	1
0060989238	5	1
0758206283	1	1
0758206283	2	1
0758206283	3	1
0758206283	4	0
0758206283	5	1
0060195460	1	1
0060195460	2	1
0060195460	3	1
0060195460	4	1
0060195460	5	0
0312992327	1	1
0312992327	2	0
0312992327	3	0
0312992327	4	1
0312992327	5	1
0380727293	1	0
0380727293	2	1
0380727293	3	0
0380727293	4	1
0380727293	5	1
0967303516	1	1
0967303516	2	0
0967303516	3	1
0967303516	4	1
0967303516	5	0
0553561375	1	0
0553561375	2	1
0553561375	3	1
0553561375	4	1
0553561375	5	1
0449211584	1	1
0449211584	2	0
0449211584	3	0
0449211584	4	1
0449211584	5	1
0452280192	1	0
0452280192	2	1
0452280192	3	1
0452280192	4	1
0452280192	5	1
0060186941	1	1
0060186941	2	1
0060186941	3	1
0060186941	4	1
0060186941	5	1
0553110748	1	1
0553110748	2	0
0553110748	3	0
0553110748	4	1
0553110748	5	1
0786863269	1	1
0786863269	2	1
0786863269	3	0
0786863269	4	1
0786863269	5	1
0688110290	1	2
0688110290	2	1
0688110290	3	1
0688110290	4	1
0688110290	5	0
0060196300	1	1
0060196300	2	1
0060196300	3	1
0060196300	4	0
0060196300	5	1
0684850737	1	1
0684850737	2	1
0684850737	3	1
0684850737	4	1
0684850737	5	1
0810931850	1	0
0810931850	2	1
0810931850	3	2
0810931850	4	0
0810931850	5	0
0030463262	1	1
0030463262	2	1
0030463262	3	1
0030463262	4	1
0030463262	5	1
0449235998	1	0
0449235998	2	0
0449235998	3	1
0449235998	4	1
0449235998	5	1
0451524780	1	0
0451524780	2	0
0451524780	3	0
0451524780	4	1
0451524780	5	0
3499229935	1	1
3499229935	2	1
3499229935	3	1
3499229935	4	0
3499229935	5	1
2871294011	1	1
2871294011	2	1
2871294011	3	1
2871294011	4	1
2871294011	5	1
0312872836	1	0
0312872836	2	1
0312872836	3	1
0312872836	4	0
0312872836	5	1
0140258175	1	1
0140258175	2	0
0140258175	3	1
0140258175	4	1
0140258175	5	1
1569312036	1	1
1569312036	2	1
1569312036	3	0
1569312036	4	1
1569312036	5	1
1569312028	1	0
1569312028	2	1
1569312028	3	0
1569312028	4	1
1569312028	5	1
1569311285	1	1
1569311285	2	1
1569311285	3	0
1569311285	4	1
1569311285	5	1
1569311374	1	1
1569311374	2	1
1569311374	3	1
1569311374	4	1
1569311374	5	1
